"FOLIO","TIPO SERVICIO","ESTATUS","ZONA","FECHA SERVICIO","OPERADOR","TECNICO","COMPAÑIA","TIENDA","MARCA","MODELO","NUMERO DE SERIE","COMENTARIOS","COMENTARIOS","COMENTARIOS"
"201888","Tecnoservicio","Nueva","Foraneo","2020-03-06","victor","Monterrey - Reynaldo Saldivar","otro","otro","otro","otro","","","PORFAVOR DAR MANTENIMEINTO A EQUIPO COSTO $750.00",""
"201887","Icon","Nueva","Foraneo","2020-03-06","victor","Monterrey - Reynaldo Saldivar","sears","anahuac - 113","proform","PFTL80916","","","",""
"201886","Icon","Nueva","Local","2020-03-06","cristina","rojasoscar","sears","sears","proform","PFTL39115","","INTERNET","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"201885","Icon","Terminada","Foraneo","2020-03-06","jessica","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","nordic track","21917","MM231R0105834","","",""
"201884","Icon","Nueva","Foraneo","2020-03-06","jessica","Hermosillo-Francisco Jimenez","liverpool","hermosillo - 50","proform","PFTL49616-MX","","","",""
"201883","Icon","Terminada","Foraneo","2020-03-06","victor","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","proform","PFTL49616-MX","MM940C0305525","","",""
"201882","Icon","Terminada","Foraneo","2020-03-06","jessica","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","nordic track","NTEL05917","MM840G0807742","","MANDAR PLASTICOS A TIENDA LIVERPOOL CHIHUAHUA -42",""
"201881","Icon","Nueva","Foraneo","2020-03-09","cristina","Guadalajara - Miguel","sears","guadalajara centro - 202","proform","PFEX52715","","","",""
"201880","Icon","Nueva","Local","2020-03-05","cristina","RAMIRO","liverpool","insurgentes - 2","proform","PFTL49616-MX","","06/03/2020","llamar 1 hora antes de llegar",""
"201879","Icon","Nueva","Local","2020-03-09","jessica.yanez","RAMIRO","sears","villacoapa - 107","proform","PFTL60916","","05/03/2020","llamar 1 hora antes de llegar/ pasar entre 10-2 pm",""
"201878","Icon","Nueva","Local","2020-03-10","cristina","DAVID.","liverpool","insurgentes - 2","nordic track","25027","","06/03","confirmado entre  11 y  2 llamar  1hr antes de ir  cel 5522494244",""
"201877","Tecnoservicio","Nueva","Local","2020-03-07","susana","tecnico_ausente","otro","otro","proform","otro","","795sl","el equipo no prende  
rev $450  o mtto $750 
confirmado entre  9 y 2  llamar  1hr antes de ir",""
"201876","Icon","Nueva","Foraneo","2020-03-06","jessica","TolucaJuanCarlos","liverpool","metepec - 74","nordic track","25027","","","ARMADO EN TIENDA",""
"201875","Tecnoservicio","Nueva","Local","2020-03-06","ARTURO44","CARLOS","otro","otro","otro","otro","","","Equipo Weider Pro 8500 ARMADO $1500",""
"201874","Icon","Nueva","Foraneo","2020-03-06","victor","Chihuahua - Eric Valenzuela","sears","chihuahua - 261","proform","PFTL80916","","","",""
"201873","Tecnoservicio","Nueva","Local","2020-03-05","Yuridia.Rivas","ROGELIO.O","otro","otro","proform","","","desarmado caminadora $750/ llamar 1 hora antes de llegar","desarmado caminadora $750/ llamar 1 hora antes de llegar",""
"201872","Icon","Terminada","Foraneo","2020-03-06","jessica","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","proform","otro","MM150C0006831","","PFTL39519",""
"201871","Icon","Nueva","Local","2020-03-05","cristina","RAMIRO","liverpool","coapa - 6","proform","PFEL03916","","06/03/2020","pasar entre 2 y 5 pm llamar 1 hora antes de llegar",""
"201870","Icon","Terminada","Local","2020-03-05","cristina","mauricioreyes","sears","satelite - 104","proform","otro","MM340C0203339","06/03/2020","PFTL50717/ llamar 1 hora antes de llegar",""
"201869","Icon","Nueva","Foraneo","2020-03-10","susana","Villahermosa - Hector Ramirez","liverpool","villahermosa - 21","nordic track","25027","","","",""
"201868","Icon","Nueva","Local","2020-03-10","cristina","GERONIMO","liverpool","toreo - 199","weslo","WLTL29816","","06/03/2020","llamar 1 hora antes de llegar",""
"201867","Icon","Nueva","Local","2020-03-09","cristina","gustavo","liverpool","toreo - 199","golds gym","ggsy29013","","06/03/2020","llamar 1 hora antes de llegar",""
"201866","Tecnoservicio","Terminada","Local","2020-03-04","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE MOTOR #193223 $1440 PAGO PENDIENTE",""
"201865","Icon","Espera de refacciones","Local","2020-03-13","jessica","espera_de_partes","marti","marti","proform","PFEL55916","KK740G0600746","","",""
"201864","Icon","Nueva","Foraneo","2020-03-06","jessica","Tijuana-Isidro Gonzalez","sears","forjadores - 181","proform","otro","","","PFTL50717",""
"201863","Icon","Nueva","Foraneo","2020-03-06","jessica","ESPERA_DE_PARTES","sears","forjadores - 181","proform","PFTL34616","","","",""
"201862","Icon","Terminada","Local","2020-03-05","susana","ISMAEL AMBROSIO","sears","satelite - 104","proform","PFEX52715","MM620G0000056","","confirmado entre  10 y  3  llamar  1hr antes de ir   no pasar mas tarde ya no los reciben",""
"201861","Icon","Nueva","Foraneo","2020-03-06","jessica","Morelia - Manuel Parrales","sears","morelia las americas - 236","weider","WEBE99712","","","",""
"201860","Icon","Nueva","Foraneo","2020-03-06","jessica","Morelia - Manuel Parrales","sears","morelia las americas - 236","proform","PFTL34616","","","",""
"201859","Icon","Nueva","Foraneo","2020-03-06","jessica","Morelia - Manuel Parrales","sears","morelia las americas - 236","proform","otro","","","PFTL29720",""
"201858","Icon","Nueva","Foraneo","2020-03-06","jessica","Morelia - Manuel Parrales","sears","morelia las americas - 236","proform","otro","","","PFTL50717",""
"201857","Icon","Nueva","Foraneo","2020-03-06","jessica","Villahermosa - Hector Ramirez","sears"," villahermosa - 240","proform","PFEL55916","","","",""
"201856","Icon","Nueva","Foraneo","2020-03-06","jessica","Villahermosa - Hector Ramirez","sears"," villahermosa - 240","proform","otro","","","PFTL99918",""
"201855","Icon","Nueva","Foraneo","2020-03-06","jessica","Villahermosa - Hector Ramirez","sears"," villahermosa - 240","proform","otro","","","PFTL29720",""
"201854","Icon","Nueva","Foraneo","2020-03-06","jessica","Villahermosa - Hector Ramirez","sears"," villahermosa - 240","proform","otro","","","PFTL50717",""
"201853","Icon","Nueva","Local","2020-03-09","jessica","gustavo","liverpool","interlomas - 103","proform","PFTL49616-MX","","","CONFIRMADO / ENTRE 10 Y 5 / LLAMAR 1HR ANTES DE IR",""
"201852","Icon","Nueva","Local","2020-03-06","Yuridia.Rivas","CARLOS","liverpool","atizapan - 104","proform","PFTL49616-MX","","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201851","Icon","Nueva","Local","2020-03-06","Yuridia.Rivas","rojasoscar","liverpool","atizapan - 104","nordic track","24860","","","confirmado entre  10 y 5 llamar  1hr antes de ir",""
"201850","Icon","Terminada","Local","2020-03-05","jessica","CARLOS","liverpool ventas por internet","liverpool ventas por internet","proform","PFTL49616-MX","MM940C0305526","","CONFIRMADO / IMPORTANTE LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"201849","Icon","Terminada","Foraneo","2020-03-06","cristina","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","nordic track","NTL59417","MM720C0400663","","",""
"201848","Icon","Nueva","Foraneo","2020-03-06","jessica","Zacatecas - Luis Olvera","liverpool","zacatecas - 127","nordic track","21918","","","",""
"201847","Tecnoservicio","Espera de refacciones","Local","2020-03-05","susana","VICENTE","otro","otro","golds gym","","ggel62913.1","","rev $450   no tiene resistencia  
confirmado entre  10 y  5 llamar 1hr antes de ir",""
"201846","Icon","Nueva","Foraneo","2020-03-06","jessica","Queretaro - Horacio Flores","liverpool ventas por internet","liverpool ventas por internet","golds gym","otro","","","GGBE99517",""
"201845","Icon","Terminada","Foraneo","2020-03-06","jessica","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","NTEL05917","MM840G0807846","","",""
"201844","Icon","Nueva","Foraneo","2020-03-06","cristina","Merida- Genaro mendoza","sears","merida las americas - 263","proform","PFTL60916","","","",""
"201843","Icon","Nueva","Foraneo","2020-03-06","jessica","Chihuahua - Eric Valenzuela","liverpool ventas por internet","liverpool ventas por internet","weslo","WLTL29816","","","",""
"201842","Tecnoservicio","Terminada","Local","2020-03-05","maya","tecnico_ausente","otro","otro","nordic track","otro","NTL29019.0","","DESARMADO MOVER DE CUARTO EN EL MISMO NIVEL Y ARMAR $2800 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"201841","Icon","Nueva","Foraneo","2020-03-06","jessica","San Luis Potosi-Pedro Montiel","liverpool","f. tecamac -195","nordic track","24860","","","",""
"201840","Icon","Nueva","Foraneo","2020-03-06","Yuridia.Rivas","Morelia - Manuel Parrales","sears","morelia las americas - 236","proform","","","pftl80917
ARMADO EN TIENDA","",""
"201839","Icon","Terminada","Local","2020-03-05","jessica","rojasoscar","liverpool ventas por telefono","liverpool ventas por telefono","proform","otro","MM150C0006750","","PFTL39519/ ENTRE 10 Y 5 / CONFIRMADO / LLAMAR 1HR ANTES DE IR",""
"201838","Icon","Nueva","Foraneo","2020-03-06","jessica","Villahermosa - Hector Ramirez","liverpool","villahermosa - 21","nordic track","NTRW5914","","","",""
"201837","Icon","Nueva","Foraneo","2020-03-06","victor","Monterrey - Reynaldo Saldivar","sears","monterrey centro - 201","proform","PFTL80916","","","",""
"201836","Icon","Nueva","Foraneo","2020-03-11","victor","ESPERA_DE_PARTES","marti","marti","proform","otro","MM900C0201602","","",""
"201835","Icon","Nueva","Foraneo","2020-03-11","victor","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","NTEL05917","MM330G0301361","VERSION 3","",""
"201834","Tecnoservicio","Espera de refacciones","Local","2020-03-04","OSCARADMIN","tecnico_ausente","otro","otro","otro","otro","","","venta de caja de lubricante $1200",""
"201833","Icon","Nueva","Foraneo","2020-03-06","victor","Tuxtla-Hector Escobar","liverpool","liverpool","nordic track","24860","DNH9612697996","VERSION 1","",""
"201832","Icon","Nueva","Foraneo","2020-03-06","victor","Chihuahua - Eric Valenzuela","liverpool","liverpool","nordic track","otro","MM830C0306847","MODELO NTL17919","",""
"201831","Icon","Nueva","Foraneo","2020-03-06","victor","Guadalajara - Miguel","liverpool","liverpool","proform","otro","DNH3310744158","MODELO PFEL62919.1","",""
"201830","Tecnoservicio","Nueva","Local","2020-03-05","jessica","ROGELIO.O","otro","otro","proform","otro","","","ENTRE 10 Y 4 / CONFIRMADO / LLAMAR 1HR ANTES DE IR / REV $450",""
"201829","Tecnoservicio","Nueva","Local","2020-03-06","victor","RICARDO HDZ","sams","sams","proform","otro","","ELIPTICA PROFORM
ARMAR CORRECTAMENTE
COSTO $750.00//  PARA VIERNES 6/03/2020","ELIPTICA PROFORM
ARMAR CORRECTAMENTE
COSTO $750.00//  PARA VIERNES 6/03/2020",""
"201828","Tecnoservicio","Nueva","Local","2020-03-04","OSCARADMIN","tecnico_ausente","otro","otro","otro","otro","","","venta de banda de piso parte #351356 costo de $1800",""
"201827","eComerce","Terminada","Local","2020-03-04","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2344544125 | 3 de marzo de 2020 17:38 hs.","Llave Para Caminadora Gold's Gym Y Proform  $ 560 redonda",""
"201826","Tecnoservicio","Espera de refacciones","Local","2020-03-05","Yuridia.Rivas","VICENTE","otro","otro","proform","","PFEL05815.2","","revision $450/llamar 1 hora antes de llegar",""
"201825","Tecnoservicio","Terminada","Local","2020-03-04","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTES $1200",""
"201824","Tecnoservicio","Espera de refacciones","Local","2020-03-05","maya","VICENTE","otro","otro","proform","otro","PFEL03009.1","","ESTA FLOJA LA ELIPTICA REV $ 450 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"201823","Icon","Espera de refacciones","Local","2020-03-13","jessica","espera_de_partes","costco","costco","proform","otro","MM440C0509999","","PFTL50915",""
"201822","Icon","Nueva","Foraneo","2020-03-06","maya","Monterrey - Cesar Rodriguez","liverpool","monterrey galerias - 31","proform","PFEL09915","MM940G0401665","","",""
"201821","Icon","Nueva","Foraneo","2020-03-06","jessica","Leon Guanajuato - Julio","marti"," león  - 4160","proform","otro","","","PFTL59117",""
"201820","eComerce","Terminada","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","enta #2344398178 | 3 de marzo de 2020 15:40 hs","Funda O Cubierta Gris Plata Para Caminadora Proform",""
"201819","eComerce","Nueva","Local","2020-03-05","ARTURO44","VICENTE","otro","otro","otro","otro","","701-9352478-1550665    lun. 2 de marzo de 2020 21:28 CST","1 LUBRIGYM 3PACK - Lubricante para caminadoras y gimnasios $630/ LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5 /ENTREGA DE LUBRICANTES",""
"201818","Icon","Nueva","Foraneo","2020-03-06","cristina","Tijuana-Isidro Gonzalez","sears","rio - 51 ","proform","PFTL10916","","","",""
"201817","Icon","Nueva","Foraneo","2020-03-06","cristina","Tijuana-Isidro Gonzalez","sears","rio - 51 ","proform","PFTL10916","","","",""
"201816","Icon","Cancelada","Local","2020-03-05","susana","VICTOR","fabricas de francia","parque las antenas - 456","proform","PFTL49616-MX","","","",""
"201815","eComerce","Terminada","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2343896161 | 3 de marzo de 2020 09:40 hs.","Motor Para Caminadoras Pro-form Gold's Gym Original   $ 5510  SALCHICHA #405618",""
"201814","Icon","Terminada","Foraneo","2020-03-05","susana","Puebla - Jose Luis Cruz","liverpool","liverpool","proform","PFTL49616-MX","MM940C0305480","parque puebla  386","ARMADO EN TIENDA PARA CLIENTE",""
"201813","Icon","Nueva","Local","2020-03-07","cristina","ISMAEL AMBROSIO","liverpool","liverpool","proform","","","456 LAS ANTENAS","PFTL62919
confirmado entre  9 y  2  llamar  1hr antes de ir",""
"201812","Icon","Terminada","Local","2020-03-05","cristina","JUAN.GONZALEZ","liverpool","liverpool","proform","PFTL49616-MX","MM940C0305432","6/3","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"201811","Icon","Cancelada","Local","2020-03-06","cristina","VICTOR","liverpool","liverpool","proform","PFTL49616-MX","","ANTENAS 456","",""
"201810","Icon","Nueva","Foraneo","2020-03-06","susana","Puebla - Jose Luis Cruz","sears","parque puebla - 257","proform","PFTL34616","","","",""
"201809","Tecnoservicio","Espera de refacciones","Local","2020-03-09","cristina","ROGELIO.O","otro","otro","otro","otro","25021.7","","ENTREGA Y COLOCACIÓN DE TARJETA DE CONTROL $3200 - REV = $ 2750 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"201808","eComerce","Terminada","Local","2020-03-03","ARTURO44","tecnico_ausente","otro","otro","otro","otro","","702-1076179-0468243      lun. 2 de marzo de 2020 21:08 CST","1 LUBRIGYM 3PACK - Lubricante para caminadoras y gimnasios $630",""
"201807","Icon","Nueva","Local","2020-03-07","Yuridia.Rivas","JUAN.GONZALEZ","liverpool","insurgentes - 2","nordic track","21917","","","confirmado entre  9 y 2 llamar  1hr antes de ir",""
"201806","Icon","Nueva","Foraneo","2020-03-10","susana","Irapuato - Sergio Hernandez","liverpool","liverpool","proform","PFTL49616-MX","","454","",""
"201805","eComerce","Terminada","Local","2020-03-03","ARTURO44","tecnico_ausente","otro","otro","otro","otro","","702-2402160-6182643     mar. 3 de marzo de 2020 1:03 CST","1 LUBRIGYM 3PACK - Lubricante para caminadoras y gimnasios $630",""
"201804","eComerce","Terminada","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE CAMINADORA 720 MODELO  GGTL59613 $19546",""
"201803","Icon","Nueva","Local","2020-03-06","jessica","CARLOS","liverpool","liverpool","nordic track","NTL14216","MM440C0107674","","confirmado llamar 1 hora antes de llegar/ ENTRE 10 Y 5",""
"201802","Icon","Terminada","Local","2020-03-05","jessica","ISMAEL AMBROSIO","liverpool","liverpool","nordic track","25027","mm940c0805132","","llamar 1 hora antes de ir / horario de 10 a  5",""
"201801","Icon","Nueva","Local","2020-03-06","susana","mauricioreyes","liverpool","insurgentes - 2","golds gym","ggsy29013","","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201800","Icon","Cancelada","Local","2020-03-05","susana","VICTOR","liverpool","parque delta - 81","nordic track","21918","","","",""
"201799","Icon","Nueva","Local","2020-03-10","susana","DAVID.","liverpool","coapa - 6","proform","otro","","","pfel62919/ llamar 1 hora antes de llegar",""
"201798","Icon","Nueva","Local","2020-03-07","susana","ISMAEL AMBROSIO","liverpool","coapa - 6","proform","PFTL49616-MX","","","confirmado entre  8 y  2 llamar  1hr antes de ir",""
"201797","eComerce","Nueva","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE 3 LUBRICANTES $210 C/U =$630 + IVA 100.80 = $730.80 CKI940805PU7",""
"201796","Tecnoservicio","Espera de refacciones","Local","2020-03-05","Yuridia.Rivas","VICENTE","otro","otro","proform","otro","PFEL03712.2","","mantenimiento $750/ pasar a partir de las 4:15 / llamar 1 hora antes de llegar",""
"201795","Icon","Nueva","Foraneo","2020-03-05","victor","Chihuahua - Eric Valenzuela","sears","chihuahua - 261","proform","PFTL80916","","","",""
"201794","Icon","Nueva","Local","2020-03-05","susana","VICTOR","sears","cuernavaca averanda - 248","proform","otro","","","pftl50717",""
"201793","eComerce","Terminada","Local","2020-03-03","ARTURO44","tecnico_ausente","otro","otro","otro","otro","","702-1505373-7232201    lun. 2 de marzo de 2020 19:14 CST","1 Entrenamiento Funcional y Crossfit WSUS13 $899",""
"201792","Icon","Nueva","Local","2020-03-10","susana","RAMIRO","liverpool","perisur - 5","golds gym","ggsy29013","","09/03/2020","llamar 1 hora antes de llegar",""
"201791","Icon","Nueva","Foraneo","2020-03-05","Yuridia.Rivas","Villahermosa - Hector Ramirez","sears"," villahermosa - 240","proform","PFTL34616","","","",""
"201790","Icon","Nueva","Local","2020-03-09","susana","ABRAHAM","liverpool","perisur - 5","weslo","WLTL29816","","09/03/2020","llamar 1 hora antes de  llegar",""
"201789","Icon","Nueva","Local","2020-03-14","susana","VICTOR","liverpool","perisur - 5","nordic track","NTL59417","","09/03/2020","llamar 1 hora antes de llegar",""
"201788","Tecnoservicio","Nueva","Local","2020-03-03","jessica.yanez","tecnico_ausente","otro","otro","proform","pftl60913","","","SE COTIZA BANDA DE PISO# 263241  $ 2980 + INSTALACIÓN $ 650.00 + ENVIÓ $ 200.00 = $3830.00 * REQUIERE FACTURA *",""
"201787","Icon","Nueva","Local","2020-03-10","susana","VICTOR","sears","insurgentes - 101","proform","PFTL60916","","","",""
"201786","Icon","Nueva","Local","2020-03-09","susana","ISMAEL AMBROSIO","sears","insurgentes - 101","proform","PFEL55916","","09/03/2020","llamar 1 hora antes de llegar",""
"201785","Icon","Nueva","Foraneo","2020-03-05","jessica","Tepic-Antonio Ayon","sears","tepic forum - 235","proform","PFTL34616","","","",""
"201784","Tecnoservicio","Terminada","Local","2020-03-06","jessica","DAVID.","otro","otro","proform","otro","","","ENTRE 10 Y 5 / ENTREGA DE LLAVE $390 + MTTO $750 = $ 1140 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"201783","Icon","Nueva","Foraneo","2020-03-05","Yuridia.Rivas","Merida- Genaro mendoza","sears","merida las americas - 263","proform","PFTL34616","","","",""
"201782","Icon","Terminada","Local","2020-03-05","susana","CARLOS","sears","universidad - 103","proform","PFTL34616","MM250C0212066","","CONFIRMADO ENTRE 10-2PM LLAMAR 1 HORA ANTES DE LLEGAR",""
"201781","Icon","Terminada","Local","2020-03-05","susana","mauricioreyes","sears","insurgentes - 101","proform","otro","MM541H2120061","","pftl50717
confirmado entre  3 y  5 llamar  1hr antes de ir",""
"201780","Icon","Nueva","Foraneo","2020-03-05","jessica","Merida-Gabriel Hernandez","liverpool","liverpool","nordic track","21918","","merica cabo norte","",""
"201779","Icon","Nueva","Foraneo","2020-03-05","jessica","Merida-Gabriel Hernandez","liverpool","liverpool","nordic track","NTL14216","","merida cabo norte","",""
"201778","Icon","Nueva","Local","2020-03-07","cristina","gustavo","liverpool","lindavista - 83","weslo","WLTL29816","","","confirmado entre  9 y  2 llamar  1hr antes de ir",""
"201777","Icon","Nueva","Local","2020-03-06","victor","ISMAEL AMBROSIO","liverpool","insurgentes - 2","golds gym","otro","","GGBE99610","confirmado entre  10 y 2  llamar  1hr antes  de ir",""
"201776","Tecnoservicio","Terminada","Local","2020-03-03","maya","tecnico_ausente","otro","otro","otro","otro","","","BANDA DE PISO #142401  - $1900",""
"201775","Icon","Terminada","Foraneo","2020-03-05","jessica","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","proform","PFTL49616-MX","MM920C0305510","","",""
"201774","Tecnoservicio","Nueva","Local","2020-03-09","cristina","tecnico_ausente","otro","otro","otro","otro","","","ARMADO  DE EQUIPOS NTEX03917  Y GGTL59613",""
"201773","Icon","Nueva","Foraneo","2020-03-05","victor","Guadalajara - Miguel","sears","guadalajara centro - 202","proform","PFTL60916","","","",""
"201772","Icon","Terminada","Local","2020-03-05","jessica","VICTOR","sears","perisur -105","proform","PFTL34616","","","",""
"201771","eComerce","Terminada","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE BICICLETA NTEX03917 $11490 +CAMINADORA 720 $16850 + IVA  =$32874",""
"201770","Icon","Nueva","Foraneo","2020-03-06","jessica.yanez","Guadalajara - Jaime Perez","sears","guadalajara centro - 202","proform","PFTL60916","","","",""
"201769","Icon","Nueva","Local","2020-03-09","victor","ABRAHAM","liverpool","coapa - 6","nordic track","NTEL05917","","09/03/2020","llamar 1 hora antes de llegar",""
"201768","Icon","Nueva","Local","2020-03-04","jessica.yanez","RAMIRO","liverpool","coapa - 6","nordic track","NTRW5914","","","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"201767","Icon","Terminada","Foraneo","2020-03-05","jessica","Xalapa-Isau Marin","liverpool","xalapa - 82","nordic track","NTRW5914","MM941R0101478","","",""
"201766","Icon","Terminada","Local","2020-03-04","jessica","ABRAHAM","fabricas de francia","parque las antenas - 456","proform","PFTL49616-MX","mm440c0301578","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201765","Icon","Nueva","Foraneo","2020-03-09","cristina","amado","sears","pachuca plaza q  - 233","proform","PFTL80916","","","",""
"201764","Icon","Nueva","Local","2020-03-09","jessica","mauricioreyes","sears","nezahualcotl -119","proform","PFTL80916","","05/03/2020","llamar 1 hora antes de llegar",""
"201763","Icon","Nueva","Local","2020-03-06","jessica","ISMAEL AMBROSIO","fabricas de francia","parque las antenas - 456","proform","PFTL49616-MX","","05/03","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201762","Icon","Nueva","Foraneo","2020-03-05","jessica","Leon Guanajuato - Julio","liverpool","leon - 71","proform","otro","","","PFEL62919",""
"201761","Icon","Nueva","Local","2020-03-04","jessica","RAMIRO","liverpool","insurgentes - 2","golds gym","ggsy29013","","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"201760","Tecnoservicio","Terminada","Local","2020-03-06","cristina","ROGELIO.O","otro","otro","otro","otro","","","ELIPTICA PRO-FORM 225 CSE 8   PFEL02915  REVISIÓN BAJO GARANTÍA SIN COSTO/ NUEVAMENTE HACE RUIDO",""
"201759","Icon","Nueva","Foraneo","2020-03-05","jessica","Guadalajara - Miguel","liverpool","f. f. centro - 51","weslo","WLTL29816","","","",""
"201758","Icon","Nueva","Foraneo","2020-03-05","cristina","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","PFEL55916","","","",""
"201757","Icon","Nueva","Local","2020-03-05","jessica.yanez","RAMIRO","marti","perisur - 4104","proform","otro","","PFTL79117 /06/03","llamar 1 hora antes de ir / horario de 10 A 5",""
"201756","Icon","Nueva","Local","2020-03-04","jessica","GERONIMO","liverpool ventas por internet","liverpool ventas por internet","nordic track","otro","","","24035/ CONFIRMADO /IMPORTANTE LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"201755","Icon","Terminada","Local","2020-03-05","Yuridia.Rivas","ISAIT","marti","perinorte - 4113","proform","","mm740c0210388","pftl59117
05/03/2020","llamar 1 hora antes de llegar",""
"201754","Icon","Nueva","Local","2020-03-06","susana","VICTOR","liverpool","satelite - 4","nordic track","NTEL05917","","","",""
"201753","Icon","Nueva","Foraneo","2020-03-05","cristina","TolucaJuanCarlos","liverpool","santa fe - 7","proform","PFTL80916","","","",""
"201752","Icon","Nueva","Foraneo","2020-03-06","jessica.yanez","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","PFEL55916","","","",""
"201751","Icon","Nueva","Foraneo","2020-03-06","susana","Chetumal- Javier Lazcano","liverpool","playa del carmen - 307","nordic track","NTRW59147","","","",""
"201750","Icon","Nueva","Foraneo","2020-03-05","victor","Culiacan-Arturo Lopez","sears","culiacan forum - 225","proform","PFEX52715","","","",""
"201749","Icon","Nueva","Local","2020-03-09","jessica","GERONIMO","liverpool","satelite - 4","golds gym","ggsy29013","","09/03/2020","llamar 1 hora antes de llegar",""
"201748","Icon","Terminada","Local","2020-03-05","jessica","ABRAHAM","liverpool","satelite - 4","weslo","WLTL29816","mm051h2b00164","05/03/2020","llamar 1 hora antes de llegar",""
"201747","eComerce","Terminada","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LLAVE PARA MODELO   PFTL60916  $390 + $62.40 DE IVA =$452.40",""
"201746","eComerce","Nueva","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","","venta de banda para modelo  PROFORM PFTL89017  #350009 $3480 + envío 180 = $3660 + iva 585.60 =$4245.60.",""
"201745","Icon","Nueva","Foraneo","2020-03-06","cristina","TolucaJuanCarlos","liverpool","metepec - 74","proform","PFTL49616-MX","","","",""
"201744","Icon","Nueva","Foraneo","2020-03-12","jessica","Monterrey - Reynaldo Saldivar","sears","monterrey citadel - 232","proform","","","","pftl13118",""
"201743","Icon","Nueva","Foraneo","2020-03-06","susana","Veracruz - Martin Gonzalez","liverpool","f. f. veracruz  - 28","proform","PFTL49616-MX","","","",""
"201742","Icon","Nueva","Foraneo","2020-03-05","jessica","Cd Juarez-Alejandro Macias","liverpool","cd. juarez - 110","proform","PFTL49616-MX","","","",""
"201741","Icon","Nueva","Foraneo","2020-03-05","jessica","Cd Juarez-Alejandro Macias","liverpool","cd. juarez - 110","proform","PFTL49616-MX","","","",""
"201740","Icon","Nueva","Local","2020-03-09","jessica","ROGELIO.O","sears","las antenas - 258","proform","PFTL34616","","09/03/2020","llamar 1 hora antes de llegar",""
"201739","eComerce","Nueva","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2343839009 | 3 de marzo de 2020 09:00 hs.","Eliptica Pro-form 225 Cse 8 Programas 12 Niveles Resistencia   $ 6750 PFEL02915 + $400 de envío (depositados en bacomer-Oscar Galicia )",""
"201738","Icon","Terminada","Foraneo","2020-03-05","jessica","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","weslo","WLTL29816","MM541H2BOOO26","","",""
"201737","Icon","Nueva","Foraneo","2020-03-05","Yuridia.Rivas","amado","marti","bolivar - 4118","proform","","","pftl59117","",""
"201736","Tecnoservicio","Espera de refacciones","Local","2020-03-04","cristina","JAVIER","otro","otro","otro","otro","725PR","","IMPORTANTE LLAMAR 1HR ANTES DE IR  /HORARIO DE 10 A 5/REV $450",""
"201735","Icon","Nueva","Local","2020-03-09","jessica","RAMIRO","liverpool","perisur - 5","golds gym","ggsy29013","","09/03/2020","llamar 1 hora antes de llegar",""
"201734","Icon","Terminada","Foraneo","2020-03-05","Yuridia.Rivas","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","nordic track","NTL59417","MM720C0400662","","",""
