"6","TORTAS","19/1/2018 22:18:13.366763+00","22/11/2018 18:56:53.848874+00","t","t","1",,"0","t","7","7",,,,"Prolongación División del Norte 4901 L-1","La Cebada San Lorenzo Tepepan, Delegación Xochimilco","c.p. 16010, Ciudad de México, México","contacto@pastelerialaestrella.com",,"JASELMA, S.A. DE C.V.","JAS9709087K4",,"45","45","f","f","#33560b","100","f","PUBLICO",
"19","PANADERIA","22/8/2018 16:14:12.922353+00","22/8/2018 16:14:12.922382+00","t","f","1",,"0","t","63","29",,,,,,,,,,,,,,"f","f","#fff","100","f","PUBLICO",
"12","POLLOS SAN CAYETANO","20/2/2018 01:30:23.460119+00","8/3/2018 04:33:20.894457+00","t","f","1",,"0","t","29",,,,"AMAMOS EL PAN","Don Venancio Panadería SA de CV","MATRIZ RECIFE 684 E, COL LINDAVISTA","SUC. CHOSICA 673 COL. LINDAVISTA,","GUSTAVO A MADERO, D.F CP 07300",,"POLLOS Y CAFÉ SAN CAYETANO","DVP961210T12",,,,"f","f",,"100","f","PUBLICO",
"4","POLLOS","19/1/2018 20:48:51.352947+00","1/11/2018 18:54:20.256206+00","f","f","1",,"0","t","6","4","NUESTRO SECRETO ES LA CALIDAD",,"ROSTICERIA",,,"Calle Estrella Cefeida No. 20 Colonia","Prados de Coyoacán, CDMX","Delegación Coyoacán, C.P. 04810, México","MARELISAMA, S.A. DE C.V.","MAR9202264G9",,"44","44","f","f","#0b2056","100","f","PUBLICO",
"23","PEDIDOS","24/12/2018 02:08:27.377728+00","30/12/2018 21:19:58.329169+00","t","f","1",,"0","t","31","32",,,,"SUC.MONTEVIDEO 290 C y D LINDAVISTA","GUSTAVO A MADERO, D.F CP 07300",,,,"DVP961210T12","Don Venancio Panadería SA. de CV.","MATRIZ RECIFE 684 E, COL LINDAVISTA",,,"t","f",,"100","f","PUBLICO",
"25","TORTERO A","11/1/2019 19:30:49.780062+00","11/1/2019 19:35:29.210386+00","t","f","1",,"0","t","30","30","www.tahona.mx","Amamos el pan",,"Mat. Ing. Roberto Gayol 80, Loc C.","Guadalupe Insurgentes, 07080, CDMX","Suc. Av Eje. Central No3","Esquina Belisario Dominguez","Col. Centro, 06010, CDMX","PVC7903098s4","Panificadora Virgen del camino s.a.","PANADERIA",,,"t","f",,"100","t","PUBLICO",
"26","TORTERO B","11/1/2019 19:32:44.664022+00","11/1/2019 19:35:44.368737+00","t","f","1",,"0","t","30","30","www.tahona.mx","Amamos el pan",,"Mat. Ing. Roberto Gayol 80, Loc C.","Guadalupe Insurgentes, 07080, CDMX","Suc. Av Eje. Central No3","Esquina Belisario Dominguez","Col. Centro, 06010, CDMX","PVC7903098s4","Panificadora Virgen del camino s.a.","PANADERIA",,,"t","f",,"100","t","PUBLICO",
"27","TORTERO C","11/1/2019 19:33:52.831682+00","11/1/2019 19:35:51.058545+00","t","f","1",,"0","t","30","30","www.tahona.mx","Amamos el pan",,"Mat. Ing. Roberto Gayol 80, Loc C.","Guadalupe Insurgentes, 07080, CDMX","Suc. Av Eje. Central No3","Esquina Belisario Dominguez","Col. Centro, 06010, CDMX","PVC7903098s4","Panificadora Virgen del camino s.a.","PANADERIA",,,"t","f",,"100","t","PUBLICO",
"28","HOTELERO A","11/1/2019 19:35:21.941819+00","11/1/2019 19:35:57.430714+00","t","f","1",,"0","t","30","30","www.tahona.mx","Amamos el pan",,"Mat. Ing. Roberto Gayol 80, Loc C.","Guadalupe Insurgentes, 07080, CDMX","Suc. Av Eje. Central No3","Esquina Belisario Dominguez","Col. Centro, 06010, CDMX","PVC7903098s4","Panificadora Virgen del camino s.a.","PANADERIA",,,"t","f",,"100","t","PUBLICO",
"29","HOTELERO B","11/1/2019 19:37:11.361853+00","11/1/2019 19:37:11.361878+00","t","f","1",,"0","t","30","30","www.tahona.mx","Amamos el pan",,"Mat. Ing. Roberto Gayol 80, Loc C.","Guadalupe Insurgentes, 07080, CDMX","Suc. Av Eje. Central No3","Esquina Belisario Dominguez","Col. Centro, 06010, CDMX","PVC7903098s4","Panificadora Virgen del camino s.a.","PANADERIA",,,"t","f",,"100","t","PUBLICO",
