"319259","22/7/2019 04:31:43.182261+00","Modelo WLTL29816.11 serie MM121H2B00089 armado se deja funcionando OK","135181","83"
"319258","22/7/2019 04:30:21.378916+00","Modelo 24860.10 serie MM510C0A00887 armado se deja funcionando OK","135075","83"
"319257","22/7/2019 04:29:01.035369+00","Modelo pftl80916.4 serie KK630C0404105 armado se deja funcionando OK","134869","83"
"319256","22/7/2019 04:27:55.762785+00","Modelo NTEL05917.3 serie MM120G0300060 armado se deja funcionando OK","134636","83"
"319255","22/7/2019 03:49:16.868925+00","Se cambia tabla equipo funcionando wltl29816.9 kk011h1910342 19/07/19","135137","85"
"319254","22/7/2019 03:47:34.614685+00","Se armó equipo funcionando ntel05917.3 mm120g0300170 19/07/19","135119","85"
"319253","22/7/2019 03:46:12.489555+00","Se armó equipo funcionando pftl49616x.3 mm910c0304460 19/07/19","134898","85"
"319252","22/7/2019 03:42:35.411862+00","Se armó equipo funcionando faltó seguro de plegado #42 pftl39115.3 kk311h1310294 19/07/19","134807","85"
"319251","21/7/2019 23:20:40.248001+00","armado exitoso modelo y version 6 21918.0 GX4.7 R serie MM811N0000038","134860","56"
"319250","21/7/2019 16:45:31.975498+00","24860.10 serial. MM510C0A01132","135256","117"
"319249","21/7/2019 02:19:56.819218+00","Se colocaron refacciones, queda funcionando correctamente","131250","68"
"319248","21/7/2019 02:16:40.244235+00","Armado terminado N/S MM510C0500648
Queda funcionando correctamente ","132228","68"
"319247","21/7/2019 02:07:30.052636+00","Armado terminado N/S MM800G0602812
Queda funcionando correctamente ","132334","68"
"319246","21/7/2019 02:00:33.498086+00","Armado terminado N/S MM120G0300227
Queda funcionando correctamente ","134549","68"
"319245","21/7/2019 01:53:43.752184+00","Armado terminado N/S KK630C0404273
Queda funcionando correctamente ","134634","68"
"319244","21/7/2019 01:14:06.898814+00","Equipo Armado el 20/07/19 version 6 numero de serie  MM120G0600834
","135093","35"
"319243","20/7/2019 22:58:10.685807+00","Armado correctamente","135154","62"
"319242","20/7/2019 22:57:40.899542+00","Armado correctamente","134611","62"
"319241","20/7/2019 20:34:48.847834+00","SE ARMÓ EQUIPO QUEDANDO FUNCIONANDO SÉRIE # KK640G0601595 VERSIÓN . 6
ME RECIBIÓ LA ESPOSA DE CLIENTE","134321","232"
"319240","20/7/2019 20:32:37.99091+00","SE ARMÓ EQUIPO QUEDANDO FUNCIONANDO SÉRIE # MM120G0300133 VERSIÓN . 3
ME RECIBIÓ EL DUEÑO ","133937","232"
"319239","20/7/2019 18:56:03.278695+00","Estuve  tratando de contactar al cliente para programar su  armado el día de hoy pero no contesta","135227","62"
"319238","20/7/2019 18:54:48.944383+00","Estuve  tratando de contactar al cliente y no fue posible","135154","62"
"319237","20/7/2019 18:52:42.87375+00","Programado con la clienta pasta el miércoles 24-07-19 por  la mañana","135059","62"
"319236","20/7/2019 18:51:51.990039+00","Armado terminado N /S MM811N0000032
Queda funcionando correctamente ","134515","68"
"319235","20/7/2019 18:40:44.365862+00","Armado correctamente","135128","62"
"319234","20/7/2019 18:39:50.881302+00","Armado correctamente","135126","62"
"319233","20/7/2019 18:38:26.26916+00","Armado correctamente","135127","62"
"319232","20/7/2019 18:30:08.637736+00","El día 19-07-19 me avisaron de tienda que ya estaba en el lugar que se instalaria y asistí uta quedó instalada correctamente","134910","62"
"319231","20/7/2019 18:28:38.485549+00","El día jueves 18-07-19 asistí como avia acordado con el cliente pero el aparato no estaba en  su lugar y querían que yo la subiera a otra planta alo cuál le dije que no podía que le correspondía a la tienda la clienta muy molesta me corrió de su domicilio y me tube que salir","134910","62"
"319230","20/7/2019 18:21:16.777072+00","Armado correctamente","134591","62"
"319229","20/7/2019 18:17:25.950908+00","Armado correctamente","134530","62"
"319228","20/7/2019 18:03:11.982443+00","No contesta no lo e podido contactar","134611","62"
"319227","20/7/2019 17:40:51.076587+00","PAGÓ EN MERCADO PAGO","135269","113"
"319226","20/7/2019 17:31:13.655795+00","PAGÓ EN MERCADO PAGO","135268","113"
"319225","20/7/2019 17:27:17.53577+00","lo entregan martes  23/07/19","134965","7"
"319224","20/7/2019 17:07:23.197402+00","confirmado con Esposa para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135195","7"
"319223","20/7/2019 17:05:53.007117+00","pagó en amz","135265","113"
"319222","20/7/2019 17:05:06.895203+00","KK641N010084.   PFEL04817.1
Armado de elíptica funciona correctamente.","135135","240"
"319221","20/7/2019 17:04:09.545663+00","KK440C0209156.    PFTL59117. 2
Armado de caminadora funciona correctamente.","135125","240"
"319220","20/7/2019 17:03:20.871225+00","MM910C0304472.   PFTL49616. 3
Armado de caminadora funciona correctamente.","134986","240"
"319219","20/7/2019 17:02:23.938905+00","MM510C0A00907.   24860.10
Armado de caminadora funciona correctamente.","134691","240"
"319218","20/7/2019 16:52:28.804032+00","confirmado con Esposo para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","134981","7"
"319217","20/7/2019 16:47:11.242893+00","kk330c0214862","134157","48"
"319216","20/7/2019 16:47:11.181134+00","kk330c0214862","134157","48"
"319215","20/7/2019 16:46:16.28309+00","n/c  
","134972","7"
"319214","20/7/2019 16:46:15.344697+00","mm210c0202249","134416","48"
"319213","20/7/2019 16:45:36.639422+00","kk341r0203528","134987","48"
"319212","20/7/2019 16:33:32.685206+00","CONFIRMADO  AURELIO, 22/07 LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5/","135165","113"
"319211","20/7/2019 16:32:26.761024+00","confirmado con Joaquín  para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","134897","7"
"319210","20/7/2019 16:31:25.035703+00","CONFIRMADO   CON NOEMI 24/07, LLAMARA 1 HORA ANTES DE IR / HORARIO DE 10 A 5","135082","113"
"319209","20/7/2019 16:26:53.573147+00","n/c se dejó  recado  en el buzón  ","135082","7"
"319208","20/7/2019 16:20:19.745908+00","confirmado con Maria para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135086","7"
"319207","20/7/2019 16:13:14.398785+00","CONFIRMADO LETICIA 22/07,  LLAMAR 1HORA ANTES DE IR / HORARIO DE 10 A 5","135238","113"
"319206","20/7/2019 16:12:13.727223+00","confirmado con Patricia  para el lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135012","7"
"319205","20/7/2019 16:07:32.83793+00","confirmado con Gerardo  para el Martes 23/07/19 cliente indica que el equipo está en el lugar de armado  ","134909","7"
"319204","20/7/2019 15:53:49.850044+00","confirmado con Federico  para el Jueves 25/07/19 cliente indica que el equipo está en el lugar de armado  ","135214","7"
"319203","20/7/2019 15:50:16.868981+00","n/c se dejó recado en el buzón  ","135215","7"
"319202","20/7/2019 15:46:00.982982+00","n/c se dejó recado en el buzón  ","135238","7"
"319201","20/7/2019 15:42:15.263359+00","confirmado con Ricardo para el Sábado 27/07/19 cliente indica que el equipo está en el lugar de armado  ","135248","7"
"319200","20/7/2019 15:34:00.050947+00","confirmado con Luis para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135254","7"
"319199","20/7/2019 15:30:11.253392+00","confirmado con Fernanda para el Lunes  22/07/19 cliente indica que el equipo está en el lugar de armado  ","135088","7"
"319198","20/7/2019 15:15:00.854967+00","n/c se dejó recado en el buzón  ","135029","7"
"319197","20/7/2019 15:10:24.483602+00","confirmado con Maria para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","134940","7"
"319196","20/7/2019 14:55:32.495559+00","n/c  se dejó recado en el buzón  ","135061","7"
"319195","20/7/2019 14:30:03.387734+00","pagó en amz-fba ","135258","113"
"319194","20/7/2019 13:19:06.703125+00","Equipo Armado el 19/07/19 version 6 numero de serie MM710G0601038
","135095","35"
"319193","20/7/2019 13:12:57.277624+00","El equipo no fue encontrado en la tienda y segun el vendedor Sergio Flores ellos no solicitaron el servvicio.
","135151","35"
"319192","20/7/2019 13:08:08.819966+00","El equipo no fue encontrado en la tienda y segun el vendedor Sergio Flores ellos no solicitaron el servvicio.
","135151","35"
"319191","20/7/2019 13:04:39.211118+00","Se instaló equipo, se deja funcionando correctamente.proform Sport 4.0 PFTL34616.2 serie:KK120C0204262","135085","236"
"319190","20/7/2019 13:04:35.418926+00","Se coloca banda de piso y se deja funcionando 
$2480","134829","76"
"319189","20/7/2019 13:03:10.87903+00","Hmtl51105
Se le da servicio y se coloca tornillo a rodillo tracero se le comentó de banda de motor que ya está por romperse 210 j8
$750","134952","76"
"319188","20/7/2019 13:02:52.557851+00","Se instaló equipo,se deja funcionando correctamente.weslo R5.2 WLTL29816.11 serie:MM121HB00056","134974","236"
"319187","20/7/2019 13:01:11.3882+00","Se instaló equipo,se deja funcionando correctamente.weslo R5.2 WLTL29816.11 serie:MM121H2B00734","134950","236"
"319186","20/7/2019 13:00:33.608684+00","Se ajustó tolva y eje que se aflojó se deja funcionando ","132690","76"
"319185","20/7/2019 12:59:25.243789+00","Se checó equipo,banda de piso se recorrió por piso,se le explicó al cliente que cuando terminan de ocuparla y la dejan correr sin peso se alinea","132409","236"
"319184","20/7/2019 12:59:21.997862+00","Lo que suena es un plástico o tapa redonda que están rotos las grapas raspa o golpea no afecta funcionamiento se cotizara si no quiere que suene no es parte que se ajusto o se reparó ","133757","76"
"319183","20/7/2019 12:39:23.053972+00","Version 10   serie MM510C0A01031 Armado","135001","66"
"319182","20/7/2019 03:41:58.750953+00","EL CLIENTE LA ARMO","133595","23"
"319181","20/7/2019 03:33:22.909262+00","TERMINADO
SN MM210CO201837","134779","23"
"319180","20/7/2019 03:25:31.965236+00","Serie: KK440G0301660. Versión: 3.","134038","54"
"319179","20/7/2019 03:24:32.736639+00","Serie: MM110C0500875. Versión: 5.","134754","54"
"319178","20/7/2019 03:23:54.20954+00","Se realizó el 19-07-19, revisión y reparación de caminadora, se ajustó banda de piso y se autocalibro calibro consola, recibió, reviso y probo sra. Carmen Castro firmando de conformidad.","134754","54"
"319177","20/7/2019 03:21:21.225465+00","Equipo quedo armado serie MM320G0301846.3","135091","86"
"319176","20/7/2019 03:20:48.990269+00","Se realizó el 19-07-19, revisión y reparación de elíptica, se lubrico partes móviles y se ajusto tornilleria la mayoría estaban mal apretadas, recibió, reviso y probo sra. Laura Navarro firmando de conformidad.","134038","54"
"319175","20/7/2019 03:20:10.880619+00","Equipo quedo armado serie MM510C050649.5","134836","86"
"319174","20/7/2019 03:18:04.75997+00","Equipo quedo armado serie MM210C0401261.4","130611","86"
"319173","20/7/2019 02:57:17.089667+00","19/07/19 SE COLOCARON LAS PARTES 72 Y 45 SE DEJO FUNCIONANDO","134313","103"
"319172","20/7/2019 02:56:45.138869+00","19/07/19 SE COLOCARON LAS  PARTES 72 Y 45 SE DEJO FUNCIONANDO","134312","103"
"319171","20/7/2019 02:55:28.807034+00","19/07/19 MOD. 24860.10 S/MM510C0A0122 SE ARMO Y SE DEJO FUNCIONANDO","135188","103"
"319170","20/7/2019 02:54:13.326518+00","19/07/19 MOD. PFTL10916.4 S/MM200C0403224 SE ARMO Y SE DEJO FUNCIONANDO","135133","103"
"319169","20/7/2019 02:52:12.062444+00","MISMO SERVICIO 183151
YA SE ARMO","135185","103"
"319168","20/7/2019 01:12:08.41291+00","TERMINADO
SN MM110C0801258","134848","23"
"319167","20/7/2019 00:53:13.882846+00","armado exitoso modelo y version 6 25027.8 C850i serie MM910C0801427","134330","56"
"319166","19/7/2019 23:07:14.40504+00","confirmado con Gerardo  para el Sábado 20/07/19 cliente indica que el equipo está en el lugar de armado  ","135199","7"
"319165","19/7/2019 22:53:58.141033+00","confirmado con Irma  para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135198","7"
"319164","19/7/2019 22:50:06.412579+00","no se encontró cliente se dejó recado con Ian  regresar la llamada  ","135195","7"
"319163","19/7/2019 22:50:05.03333+00","pagó en mercado  pago","135255","113"
"319162","19/7/2019 22:42:19.926169+00","confirmado con Miguel para el Lunes 22/07/19  cliente indica que el equipo está en el lugar de armado  ","135182","7"
"319161","19/7/2019 22:37:35.959679+00","n/c  ","135180","7"
"319160","19/7/2019 22:36:29.224012+00","el número no se puede marcar como local ni cel ","135171","7"
"319159","19/7/2019 22:31:45.580898+00","CONFIRMADO LLAMAR 1 HORA ANTES DE IR","135033","253"
"319158","19/7/2019 22:31:29.326076+00","ARMADO REALIZADO 11 DE FEBRERO .VERSION 1 NUM. DE SERIE 
KK040C0003644.SALUDOS.

","122429","50"
"319157","19/7/2019 22:29:23.229134+00","PFTL34616.2, MM810C0209317, Armado 19 julio 2019","135174","33"
"319156","19/7/2019 22:28:25.458661+00","Armado realizado 19/07/2019 sin complicaciones modelo 624860 serial MM510C0A01131","135211","67"
"319155","19/7/2019 22:22:15.022242+00","ARMADO REALIZADO EL 19 DE JULIO.
TAPA DE MOTOR ROTA (PZA 65) VERSION .0 NUM. DE SERIE  KK040C0003644
","134676","50"
"319154","19/7/2019 22:21:45.03176+00","PORFAVOR REVISAR EQUIPO","135250","99"
"319153","19/7/2019 22:19:11.036885+00","PORFAVOR REVISAR EQUIPO","135249","99"
"319152","19/7/2019 22:16:44.268324+00","PORFAVOR REVISAR EQUIPO","135247","99"
"319151","19/7/2019 22:15:08.468538+00","PORFAVOR REVISAR EQUIPO","135246","99"
"319150","19/7/2019 22:14:57.858776+00","SE ARMÓ EQUIPO QUEDANDO FUNCIONANDO SÉRIE # MM710G0601012 VERSIÓN . 6
ME RECIBIÓ EL DUEÑO","135062","232"
"319149","19/7/2019 22:13:49.899881+00","confirmado con Ariel  para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135160","7"
"319148","19/7/2019 22:13:38.068539+00","PORFAVOR REVISAR EQUIPO Y CORROBORAR NUMERO DE SERIE","135245","99"
"319147","19/7/2019 22:13:27.736856+00","SE ARMÓ EQUIPO QUEDANDO FUNCIONANDO SÉRIE # MM510C0A01142 VERSIÓN . 10
ME RECIBIÓ EL DUEÑO","134917","232"
"319146","19/7/2019 22:12:13.495937+00","SE ESTUVO MARCANDO AL CLIENTE VARIAS VECES NO CONTESTARON . SE PASÓ AL DOMICILIO PERO NO S AVÍA NADIE CLIENTE REGRESO LA LLAMADA PARA AVISAS QUENO AVÍA NADIE P A S A J E . $ 60 . P E S O S . ","134630","232"
"319145","19/7/2019 22:11:42.522401+00","PORFAVOR REVISAR EQUIPO Y CORROBORAR NUMERO DE SERIE","135244","99"
"319144","19/7/2019 22:09:49.095356+00","PORFAVOR REVISAR EQUIPO","135243","99"
"319143","19/7/2019 22:08:00.245982+00","PORFAVOR REVISAR EQUIPO","135242","99"
"319142","19/7/2019 22:06:07.607885+00","SE ARMÓ EQUIPO QUEDANDO FUNCIONANDO SÉRIE # MM010C0109788 VERSIÓN . 1
ME RECIBIÓ EL PAPÁ DEL CLIENTE","134618","232"
"319141","19/7/2019 22:05:27.359838+00","PORFAVOR REVISAR EQUIPO","135241","99"
"319140","19/7/2019 22:02:53.783383+00","PORFAVOR REVISAR EQUIPO","135240","99"
"319139","19/7/2019 21:51:09.764861+00","llamo Humberto Varela para indicar  que el cliente  esta molesto por que aun no le arman el equipo y que el centro  de servicio iba a pasar la información para mover el equipo, apenas lo va a ir a mover y regresan la llamada  para agendar.","134060","113"
"319138","19/7/2019 21:43:58.826131+00","porfavor colocar refacciones que se enviaron","134470","99"
"319137","19/7/2019 21:42:22.501157+00","confirmado con Eduardo para el Jueves 25/07/19 cliente indica que el equipo está en el lugar de armado  ","135159","7"
"319136","19/7/2019 21:34:07.577515+00","confirmado con Verónica  para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135155","7"
"319135","19/7/2019 21:10:03.165648+00","Se actualiza servicio se va con el folio  183021","107859","11"
"319134","19/7/2019 20:57:11.54735+00","PORFAVOR ARMAR EQUIPO, CLIENTE PAGARA $750.00","135233","99"
"319133","19/7/2019 20:55:27.975279+00","confirmado con Melisa para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135219","7"
"319132","19/7/2019 20:30:27.499739+00","al fin se contacto al cliente, y se agendo el armado para el dia lunes 22/07/19 por la tarde.
","134557","94"
"319131","19/7/2019 20:26:06.398033+00","piezas solicitadas, tapa de motor rota","134676","99"
"319130","19/7/2019 20:25:10.230189+00","pagó en mercado pago","135223","113"
"319129","19/7/2019 20:18:50.751686+00","este servicio de armado se realizo el dia 07/07/19 equipo funcionando. envio datos del equipo.
modelo.
21917.1
serie.
MM511R01000408","134376","94"
"319128","19/7/2019 20:18:25.184014+00","Se le instalaron piezas solicitadas quedó funcionando correctamente .","134197","98"
"319127","19/7/2019 20:17:54.016587+00","este servicio de armado se realizo el dia 07/07/19 equipo funcionando- envio datos del equipo.
modelo.
21917.1
serie.
MM511R0100501
","134375","94"
"319126","19/7/2019 19:48:47.902251+00","este servicio de armado se realizo el dia 15/07/19 equipo quedo funcionando. envio datos del equipo.
modelo.
PFTL34616.2
serie.
MM210C0201996","134737","94"
"319125","19/7/2019 19:42:49.432976+00","clienta acepta pagar los viaticos. y se agenda para el dia lunes 22/07/19. el armado
","134868","94"
"319124","19/7/2019 19:42:49.350082+00","clienta acepta pagar los viaticos. y se agenda para el dia lunes 22/07/19. el armado
","134868","94"
"319123","19/7/2019 19:07:40.658276+00","este servicio de armado se realizo el dia 18/07/19 equipo funcionando. envio datos del equipo.
modelo.
NTEL05917.3
serie.
MM320G0301872
","134894","94"
"319122","19/7/2019 19:05:53.950727+00","este servicio de armado se realizo el dia 18/07/19 equipo funcionando envio datos del equipo,
modelo.
NTEL05917.3
serie.
MM120G0300154
","135045","94"
"319121","19/7/2019 19:05:01.9814+00","PAGÓ EN MERCADO  PAGO","135221","113"
"319120","19/7/2019 19:03:33.223476+00","este servicio de armado se realizo el dia 18/07/19  equipo quedo funcionando.
envio datos del equipo.
modelo.
PFTL60916.5
serie.
MM510C0500615","135099","94"
"319119","19/7/2019 19:00:51.073752+00","este servicio por puesta de piezas se realizo el dia 16/07/19 equipo quedo funcionando correctamente. firmaron la hoja de servicios.
","132298","94"
"319118","19/7/2019 18:57:50.151578+00","este servicio de armado se realizo el dia 15/07/19 equipo funcionando. envio datos del equipo.
modelo
PFTL34616.2
serie.
MM210C0201978
","134704","94"
"319117","19/7/2019 18:53:02.88919+00","este servicio de armado se realizo el dia 18/07/19 equipo funcionando envio datos del equipo.
modelo.
NTEL05917.3
serie.
MM120G0300135","134751","94"
"319116","19/7/2019 18:49:13.731834+00","el equipo esta muy deteriorado. para que quede en buenas condiciones y buena presentacion. 
tambien se requiere. segun el manual las piezas.. 
45 banda
49 rodillo delantero
54 motor 
quedamos a la espera si  se le dara la garantia
","134802","94"
"319115","19/7/2019 18:43:44.189838+00","Pieza instalada aparato funciona correctamente...","133874","117"
"319114","19/7/2019 18:42:52.824833+00","SE CONFIRMA EL SERVICIO PARA EL LUNES 22/07, EL CLIENTE NO PUEDE ESPERAR HOY  AL TECNICO  DESPUÉS DE LAS 2 DE LA TARDE, ES IMPORTANTE PASAR LO MAS TEMPRANO POSIBLE .","135000","113"
"319113","19/7/2019 18:30:29.616909+00","este servicio de armado se realizo el dia 17/07/19 equip quedo funcionando.
envio datos del equipo.
modelo.
WLTL29816.11
serie.
MM121H2B00058","134886","94"
"319112","19/7/2019 18:28:58.62822+00","este servicio de armado se realizo el dia 15/07/19 equipo no funciona, se detecto que la tarjeta  controladora  esta dañada... segun el manual es la pieza numero. 72 
se encontro que el rodillo tiene oxido, la polea motor tiene oxido. envio datos del equipo.
modelo. 25021.2
serie. JJ510C0203745","134802","94"
"319111","19/7/2019 18:20:40.614142+00","1er pago $300 descontado de su semana ","134637","11"
"319110","19/7/2019 18:17:34.397478+00","2DO PAGO 19 DE JULIO $300 DESCONTADOS DE SU SEMANA ","134270","11"
"319109","19/7/2019 18:02:29.171249+00","confirmado con Alonso para el Lunes 22/07/19 cliente indica que el equipo está en el lugar de armado  ","135079","7"
"319108","19/7/2019 17:46:40.315207+00","armado pagado el 19/07/19","134934","99"
"319107","19/7/2019 17:45:43.468534+00","mm400g0600184","135141","48"
"319106","19/7/2019 17:45:34.312182+00","armado pagado el 19/07/19","134935","99"
"319105","19/7/2019 17:45:06.541845+00","armado pagado el 19/17/19","134936","99"
"319104","19/7/2019 17:14:57.282725+00","PIEZAS SOLICITADAS","135031","99"
"319103","19/7/2019 17:12:37.486093+00","TERMINADO
SN MM310C0400138","134919","23"
"319102","19/7/2019 16:49:03.142435+00","PAGÓ EN MERCADO PAGO","135210","113"
"319101","19/7/2019 16:44:53.444929+00","PAGO EN MERCADO PAGO","135209","113"
"319100","19/7/2019 16:39:56.098855+00","Instalación de  refacciones realizada 18/07/2019","133250","67"
"319099","19/7/2019 16:38:33.346343+00","ARMADO PAGADO EL 19/07/19","134994","99"
"319098","19/7/2019 16:35:16.99518+00","Se armó 19/7/19, PFTL13115.4/KK430C0402748","134994","49"
"319097","19/7/2019 16:33:57.077049+00","ARMADO PAGADO EL 19/07/19","134205","99"
"319096","19/7/2019 16:33:05.598495+00","ARMADO PAGADO EL 19/07/19","134918","99"
"319095","19/7/2019 16:29:40.029483+00","pagó en amz","135207","113"
"319094","19/7/2019 16:25:30.321981+00","A/C $500.00 EL 19/07/19","134524","99"
"319093","19/7/2019 16:11:58.641941+00","armado pagado el 19/07/19","134224","99"
"319092","19/7/2019 16:11:08.11543+00","armado pagado el 19/07/19","134632","99"
"319091","19/7/2019 16:10:37.300697+00","armado pagado el 19/07/19","134866","99"
"319090","19/7/2019 16:09:06.673692+00","armado pagado el 19/07/19","134689","99"
"319089","19/7/2019 16:08:59.516856+00"," modelo PFTL13115.3 serie JJ640C0312750 se armo equipo para exhibicion quedo funcionando correctamente","134689","99"
"319088","19/7/2019 16:08:26.550605+00","armado pagado el 19/07/19","134690","99"
"319087","19/7/2019 16:08:19.198742+00","modelo PFTL60916.5 serie MM510C0500645 se armo equipo para exhibicion quedo funcionando correctamente","134690","99"
"319086","19/7/2019 16:07:25.438499+00","armado pagado el 19/07/19","135034","99"
"319085","19/7/2019 16:07:18.735449+00","modelo PFTL10916.4 serie MM810C0408771 se armo equipo para exhibicion quedo funcionando correctamente,
","135034","99"
"319084","19/7/2019 16:05:53.388975+00","armado pagado el 19/07/19","135035","99"
"319083","19/7/2019 16:05:46.708513+00","modelo PFTL80916.4 serie MM010C0402612 se armo equipo para exhibicion quedo funcionando correctamente","135035","99"
"319082","19/7/2019 16:05:14.568797+00","armado pagado el 19/07/19","135036","99"
"319081","19/7/2019 16:04:56.81035+00","Factura 3581 IK","134709","253"
"319080","19/7/2019 16:04:35.92968+00","Factura 3581","134709","253"
"319079","19/7/2019 16:04:23.727997+00","modelo PFEL55916.6 serie MM800G0603208 se armo equipo para exhibicion quedo funcionando correctamente","135036","99"
"319078","19/7/2019 16:00:17.680301+00","armado pagado el 19/07/19","134939","99"
"319077","19/7/2019 15:59:09.081419+00","armado pagado el 19/07/19","134804","99"
"319076","19/7/2019 15:58:19.784593+00","armado pagado el 19/07/19","134747","99"
"319075","19/7/2019 15:33:03.786563+00","reviusion pagado el 19/07/19","134208","99"
"319074","19/7/2019 15:32:55.455111+00","piezas solicitadas","134208","99"
"319073","19/7/2019 15:32:08.13036+00","armado pagado el 19/07/19","134073","99"
"319072","19/7/2019 15:31:26.833804+00","reparacion pagado el 19/07/19","134748","99"
"319071","19/7/2019 15:31:14.272181+00","ok, enterado, terminado","134748","99"
"319070","19/7/2019 15:30:57.867611+00","reparacion pagado el 19/07/19","134029","99"
"319069","19/7/2019 15:30:43.144208+00","ok, enterado, terminado","134029","99"
"319068","19/7/2019 15:30:21.392926+00","reparacion pagado el 19/07/19","133685","99"
"319067","19/7/2019 15:30:12.513024+00","ok, enterado, terminado","133685","99"
"319066","19/7/2019 15:29:56.313031+00","armado pagado el 19/07/19","134780","99"
"319065","19/7/2019 15:29:28.309251+00","armado pagado el 19/07/19","134695","99"
"319064","19/7/2019 15:26:36.594875+00","armado pagado el 19/7/19","134693","99"
"319063","19/7/2019 15:26:04.590482+00","armado pagado el 19/07/19","134692","99"
"319062","19/7/2019 15:25:35.102225+00","armado pagado el 19/07/19","134448","99"
"319061","19/7/2019 15:24:56.470163+00","armado pagado el 19/07/19","134609","99"
"319060","19/7/2019 15:24:49.658026+00","pagó en amz","135204","113"
"319059","19/7/2019 15:18:01.432331+00","armado pagado el 19/07/19","134289","99"
"319058","19/7/2019 15:16:08.309222+00","armado pagado el 19/07/19","134722","99"
"319057","19/7/2019 15:15:39.388406+00","armado pagado el 19/07/19","134404","99"
"319056","19/7/2019 15:15:11.364338+00","armado pagado el 19/07/19","134257","99"
"319055","19/7/2019 15:14:44.25735+00","armado pagado el 19/7/19","134268","99"
"319054","19/7/2019 15:13:22.492015+00","reparacion pagado el 19/07/19","133682","99"
"319053","19/7/2019 15:13:14.826604+00","ok, enterado, terminado","133682","99"
"319052","19/7/2019 15:12:45.094396+00","armado pagado el 19/07/19","134852","99"
"319051","19/7/2019 15:12:04.10692+00","cliente llamó para cancelar  ","135122","7"
"319050","19/7/2019 15:05:50.547475+00","armado pagado el 19/07/19","134753","99"
"319049","19/7/2019 15:03:48.399527+00","armado pagado el 19/07/19","134921","99"
"319048","19/7/2019 15:03:21.748307+00","armado pagado el 19/07/19","134951","99"
"319047","19/7/2019 15:02:52.226484+00","revision pagado el 19/07/19","134957","99"
"319046","19/7/2019 15:02:44.748405+00","piezas solicitadas","134957","99"
"319045","19/7/2019 15:01:28.906303+00","armado pagado el 19/07/19","134047","99"
"319044","19/7/2019 15:00:59.75472+00","armado pagado el 19/07/19","134423","99"
"319043","19/7/2019 15:00:20.729357+00","armado pagado el 19/07/19","134803","99"
"319042","19/7/2019 14:59:30.480842+00","armado pagado el 19/07/19","134795","99"
"319041","19/7/2019 14:58:56.200682+00","armado pagado el 19/07/19","134472","99"
"319040","19/7/2019 14:55:16.286036+00","Equipo armado en tienda","134953","67"
"319039","19/7/2019 14:54:50.072636+00","Se acude a domicilio, a la fecha no se ha contacto al cliente ya que no contesta","134755","67"
"319038","19/7/2019 14:54:10.321471+00","Equipo revisado 19/07/2019 se manda ticket de compra, se pide sistema de tensión
","135153","67"
"319037","19/7/2019 14:51:44.934987+00","armado pagado el 19/07/19","134721","99"
"319036","19/7/2019 14:51:14.88621+00","armado pagado el 19/07/19","134792","99"
"319035","19/7/2019 14:51:01.252668+00","armado pagado el 19/07/19","134793","99"
"319034","19/7/2019 14:48:55.166909+00","armado pagado el 19/07/19","134445","99"
"319033","19/7/2019 14:48:30.981633+00","armado pagado el 19/07/19","134522","99"
"319032","19/7/2019 14:47:45.493543+00","armado pagado el 19/07/19","133990","99"
"319031","19/7/2019 14:46:57.610262+00","armado pagado el 19/07/19","133991","99"
"319030","19/7/2019 14:44:27.054775+00","armado pagado el 19/07/19","133987","99"
"319029","19/7/2019 14:43:55.007606+00","armado pagado el 19/07/19","133988","99"
"319028","19/7/2019 14:43:23.479925+00","armado pagado el 19/07/19","133989","99"
"319027","19/7/2019 14:41:30.645816+00","armado pagado el 19/07/19","134716","99"
"319026","19/7/2019 14:41:03.07199+00","armado pagado el 19/07/19","134758","99"
"319025","19/7/2019 14:40:34.81077+00","armado pagado el 19/07/19","134805","99"
"319024","19/7/2019 14:39:58.865182+00","armado pagado el 19/07/19","134867","99"
"319023","19/7/2019 14:39:45.275003+00","armado pagado el 19/07/19","135023","99"
"319022","19/7/2019 14:39:12.921605+00","confirmado  con cliente 22/07, llamar 1 hora antes de ir / horario de 10 a 5","135203","113"
"319021","19/7/2019 14:39:09.121459+00","armado pagado el 19/07/19","135112","99"
"319020","19/7/2019 14:38:35.550095+00","armado pagado el 19/07/19","135134","99"
"319019","19/7/2019 14:08:49.778095+00","Se requiere motor de resistencia no funciona pza 43","134954","67"
